tiempo,referencia,hc,f_pid,predicted_hc,hc_dot,predicted_hc_dot,error,F_in,F_out,F_out_hat,F_in_hat,residual
61436,25,24.533163590784,44.5529984127764,60.0130504223436,0.009220442926149985,0.0024199571184766455,-35.479886831559604,163.69278138137582,100.1020775158565,156.56301085508275,163.75085338244025,-56.46093333922626
61440,25,24.5254784663896,44.1593374064777,60.0198874092283,-0.001921281098599792,0.0017092467211750062,-35.4944089428387,161.55520211717385,100.08639757366572,156.5719288217514,161.64981103403073,-56.48553124808569
61444,25,24.4979178622973,44.2435175378517,60.0272823882058,-0.006890151023075219,0.001848744744373576,-35.5293645259085,162.01230023053472,100.03014552193726,156.58157404527702,162.0750710536705,-56.551428523339766
61448,25,24.5448416448051,44.540891115794,60.0368151607535,0.011730945626950096,0.0023831931369251436,-35.4919735159484,163.6270387587614,100.12589952282546,156.59400670268425,163.67758065502062,-56.46810717985879
61452,25,24.5706760925008,44.0395233855646,60.0427407027132,0.006458611923925162,0.001481385489926268,-35.4720646102124,160.90461198361578,100.17857896273539,156.60173430665787,161.00562611441472,-56.42315534392249
61456,25,24.539184271065,43.7641621500769,60.0466238777138,-0.007872955358950051,0.0009707937501488573,-35.5074396066488,159.40940047491756,100.11435978084913,156.6067982169718,159.49312107873746,-56.49243843612268
61460,25,24.4800760628114,44.1035279101638,60.0529210937957,-0.014777052063400298,0.0015743040204760916,-35.572845030984304,161.25215655218943,99.99371297939959,156.61500984428793,161.29652699768624,-56.621296864888336
61464,25,24.4278612532149,44.7391979540874,60.0638181012281,-0.013053702399124845,0.0027242518580994357,-35.6359568480132,164.7038448906946,99.88701519463996,156.6292186244949,164.732927328886,-56.74220342985495
61468,25,24.5017698865523,45.3011587807087,60.0787985186656,0.01847715833434993,0.003745104359374807,-35.5770286321133,167.75529217924822,100.03800952497984,156.64874972382546,167.7940281821366,-56.61074019884562
61472,25,24.536938382319,44.5106422184085,60.0881052541332,0.008792123941675278,0.0023266838668991596,-35.551166871814196,163.4627872459581,100.10977831521625,156.660882390052,163.58688523505552,-56.55110407483575
61476,25,24.5101683566109,44.1353354394572,60.094619216317,-0.006692506427024902,0.0016284905459507115,-35.584450859706095,161.4248714362526,100.0551530670181,156.66937371627967,161.5179397068082,-56.61422064926157
61480,25,24.5516673907283,44.4241869291054,60.1031655581042,0.010374758529350103,0.0021365854468005097,-35.5514981673759,162.9933350250423,100.13982070537858,156.6805136688378,163.043440561724,-56.54069296345921
61484,25,24.4690737932246,43.9809535145026,60.1085314148037,-0.020648399375925663,0.0013414641748745737,-35.6394576215791,160.5865775837491,99.97123998084253,156.68750753024705,160.68312518403997,-56.71626754940452
61488,25,24.5595331504583,44.8684573716706,60.120232271622,0.02261483930842534,0.002925214204575255,-35.5606991211637,165.40572352817134,100.15586060765044,156.70275735280987,165.41863583593425,-56.54689674515943
61492,25,24.5263173648224,43.9002791715816,60.125025730393,-0.008303946408974916,0.0011983646927493652,-35.5987083655706,160.14851590168809,100.08810929570635,156.7090042783988,160.28011558752627,-56.62089498269245
61496,25,24.5760363644385,44.2581763897489,60.1322960814926,0.012429749904025122,0.0018175877748998204,-35.5562597170541,162.09189779633647,100.18950571013092,156.71847866138432,162.13601856273843,-56.52897295125341
61500,25,24.4923504557503,43.7267230603048,60.1357632493404,-0.02092147717204984,0.0008667919619504971,-35.6434127935901,159.20610621745504,100.0187784307703,156.72299671136307,159.30683681964481,-56.70421828059277
61504,25,24.4975233286458,44.6258502301104,60.1456400776815,0.001293218223874959,0.0024692070852747605,-35.648116749035694,164.08836674949947,100.0293400367999,156.7358664455987,164.09850874789842,-56.70652640879881
61508,25,24.4792847272068,44.5722819611906,60.1551935478938,-0.004559650359750478,0.0023883675530758097,-35.675908820687,163.79749104926492,99.99209678293444,156.74831383142623,163.87189952671278,-56.75621704849179
61512,25,24.4630651910781,44.7697822838149,60.1661418128685,-0.004054884032174577,0.0027370662436752013,-35.7030766217904,164.86991780111487,99.95896480662064,156.7625773047555,164.92881076615518,-56.803612498134854
61516,25,24.5033616617959,44.9456967810813,60.1783488774328,0.010074117679449657,0.003051766141075163,-35.674987215636904,165.82513352127148,100.0412589931111,156.77847922061576,165.88689150385903,-56.737220227504665
61520,25,24.5501236992627,44.5155381552538,60.1874578020027,0.011690509366699686,0.002277231142473468,-35.63733410274,163.48937218302814,100.1366724993098,156.79034419640445,163.58886056871623,-56.65367169709465
61524,25,24.4838866758226,44.0158846501278,60.1929225295768,-0.016559255860024713,0.001366181893525109,-35.7090358537542,160.77625365019395,100.0014952778625,156.79746193405913,160.87675498061293,-56.795966656196626
61528,25,24.4479974122531,44.7279700609184,60.2034424033035,-0.008972315892375349,0.002629968431675067,-35.755444991050396,164.64287743078688,99.9281757056039,156.81116302521048,164.66641996955212,-56.88298731960657
61532,25,24.5731411676596,45.1148250632532,60.2167807623275,0.03128593885162534,0.003334589756001094,-35.6436395946679,166.74350009346483,100.18360408967963,156.82853319267565,166.79225247871798,-56.64492910299602
61536,25,24.5373197283104,43.7747360242591,60.2205143325472,-0.008955359837299781,0.0009333925549235289,-35.683194604236796,159.46681661172687,100.11055625078698,156.83339497088733,159.62266629990273,-56.72283872010034
61540,25,24.5515754296799,44.1605276579244,60.2268864146184,0.0035639253423749295,0.0015930205178005252,-35.6753109849385,161.56166518252945,100.139633162688,156.84169221677328,161.60302591918105,-56.70205905408528
61544,25,24.5407630352657,44.0093767892792,60.2321973484146,-0.0027030986035496696,0.0013277334490506831,-35.6914343131489,160.74091596578603,100.11758023070858,156.84860737984124,160.8176476305241,-56.73102714913266
61548,25,24.4937658322525,44.1270275894537,60.2383280221243,-0.011749300753300496,0.0015326684274246105,-35.7445621898718,161.37975981073356,100.02166835723709,156.85658951571446,161.43906936046014,-56.83492115847737
61552,25,24.50109186963,44.6328011597063,60.248082920017,0.0018315093443748154,0.002438724473174503,-35.746991050386995,164.12611029720517,100.03662538144889,156.86928955341043,164.16283645673084,-56.83266417196154
61556,25,24.5148631356699,44.5561348742399,60.2573145591245,0.003442816509974911,0.002307909776876116,-35.742451423454604,163.70981236712265,100.0647350971953,156.88130740632712,163.7854843086585,-56.81657230913183
61560,25,24.4746979356051,44.4103159361648,60.2654761062421,-0.010041300016199628,0.002040386779398773,-35.790778170637,162.91801553337484,99.98272836385335,156.89193143462018,162.99726004882612,-56.90920307076682
61564,25,24.4719953245462,44.8429137620167,60.2767065135792,-0.0006756527647251431,0.0028076018342755305,-35.804711189033,165.26702172775066,99.9772079303002,156.90654907588464,165.3103238212296,-56.929341145584445
61568,25,24.4952169919032,44.8738765025937,60.2881745705366,0.005805416839249844,0.0028670142393494302,-35.7929575786334,165.4351494090838,100.02463125931837,156.92147463972452,165.50595606643012,-56.89684338040615
61572,25,24.5605150893277,44.6268115297879,60.297853458867,0.016324524356125636,0.0024197220826014387,-35.7373383695393,164.09358660674826,100.15786280266204,156.93407051350837,164.1813054563685,-56.776207710846336
61576,25,24.5313386024058,43.9283894381532,60.3024928174002,-0.007294121730475389,0.0011598396332992422,-35.7711542149944,160.30115464917185,100.09835421851298,156.9401077053265,160.41437777568422,-56.84175348681353
61580,25,24.4720231958212,44.2429614815939,60.3093110401047,-0.014828851646149666,0.0017045556761257075,-35.8372878442835,162.0092808450549,99.9772648625492,156.94897982910123,162.05594852415257,-56.97171496655203
61584,25,24.5067626373614,44.8808832587145,60.3207074723514,0.008684860385050008,0.002849108061674599,-35.81394483499,165.47319609481968,100.04820142976436,156.96380816897837,165.50277406147796,-56.91560673921401
61588,25,24.5322769395246,44.510290052887,60.3294882125977,0.00637857554079968,0.0021951850615753443,-35.7972112730731,163.4608749871764,100.10026860860505,156.97523217519088,163.55603230119655,-56.87496356658583
61592,25,24.5102525864109,44.2385057076199,60.3362750180471,-0.005506088278425025,0.0016967013623485627,-35.8260224316362,161.98508599237607,100.05532498787495,156.98406144286983,162.07149690291988,-56.928736454994876
61596,25,24.4787515024797,44.4764774043636,60.3447250538803,-0.007875270982800053,0.0021125089583016177,-35.8659735514006,163.27727230569434,99.99100772846512,156.99505378953694,163.33081871782355,-57.00404606107182
61600,25,24.5100787275507,44.8161699387903,60.3556070868804,0.007831806267749819,0.0027205082500234568,-35.8455283593297,165.12180276763132,100.05497012544451,157.00920869985455,165.17105306636304,-56.95423857441004
61604,25,24.5213349404396,44.4821474292491,60.3641115677945,0.00281405322222561,0.002126120228526318,-35.8427766273549,163.30806054082262,100.07794252754404,157.020270097868,163.4004618620892,-56.94232757032397
61608,25,24.5336337892411,44.3632686096844,60.3717200573694,0.0030747122003749183,0.001902122393724781,-35.8380862681283,162.66254855058628,100.10303678098968,157.03016545964726,162.7394366029881,-56.92712867865758
61612,25,24.5360356672427,44.2331651515729,60.3783739838677,0.000600469500399825,0.0016634816245737483,-35.842338316624996,161.9560867730408,100.10793677663547,157.03881883567595,162.03277154587397,-56.930882059040485
61616,25,24.4600246840499,44.2091604124227,60.3848319882386,-0.019002745798200493,0.001614501092726428,-35.924807304188704,161.82574103945524,99.9527526787259,157.0472169606559,161.89503690335107,-57.09446428193
61620,25,24.5440047444121,45.026124568914,60.3971061539699,0.02099501509055024,0.003068541432824645,-35.8531014095578,166.261856409203,100.12419252222277,157.06317730665805,166.2803012163022,-56.93898478443528
61624,25,24.5443641681898,44.1274708886184,60.4030169244085,8.985594442556533e-05,0.0014776926096491394,-35.858652756218696,161.3821669251979,100.12492563167541,157.07086262249533,161.51024251294504,-56.945936990819916
61628,25,24.4889794383026,44.1253324347453,60.408820119137,-0.013846182471800361,0.001450798682125054,-35.9198406808344,161.370555120667,100.01189512551001,157.0784077001763,161.43772789321497,-57.066512574666305
61632,25,24.4829404112358,44.721048676056,60.4188609788539,-0.0015097567667003986,0.0025102149292255405,-35.9359205676181,164.60529431098405,99.9995628071485,157.0914615615155,164.6362926662219,-57.09189875436701
61636,25,24.5398805468301,44.7877407227424,60.4294107726229,0.014235033898575722,0.002637448442250445,-35.8895302257928,164.9674321244912,100.1157800951355,157.10517590631528,165.03486220652724,-56.989395811179776
