tiempo,referencia,hc,f_pid,hc_prev,hc_prev_prev,hc_prev_3,hc_prev_4,freq_prev,freq_prev_prev,freq_prev_3,freq_prev_4,y_hat_1,error
380,25,31.1520708188317,0.01,32.4940372436065,33.2822016187627,29.8899403100922,25.3331993402063,0.01,99.99,99.99,99.99,30.879995,0.27207547276236355
390,25,29.730402148548,0.01,31.1520708188317,32.4940372436065,33.2822016187627,29.8899403100922,0.01,0.01,99.99,99.99,29.864351,-0.13394912403500925
400,25,29.5249782235988,25.2240942421511,29.730402148548,31.1520708188317,32.4940372436065,33.2822016187627,0.01,0.01,0.01,99.99,29.140242,0.38473660067399607
410,25,28.7763584907604,25.2240942421511,29.5249782235988,29.730402148548,31.1520708188317,32.4940372436065,25.2240942421511,0.01,0.01,0.01,28.185007,0.5913513954234872
420,25,28.4089639770283,25.2240942421511,28.7763584907604,29.5249782235988,29.730402148548,31.1520708188317,25.2240942421511,25.2240942421511,0.01,0.01,27.74356,0.665403186012675
430,25,26.9514082568024,0.01,28.4089639770283,28.7763584907604,29.5249782235988,29.730402148548,25.2240942421511,25.2240942421511,25.2240942421511,0.01,26.563997,0.3874109881256409
440,25,25.7109371580513,0.01,26.9514082568024,28.4089639770283,28.7763584907604,29.5249782235988,0.01,25.2240942421511,25.2240942421511,25.2240942421511,25.997257,-0.2863200746147143
450,25,24.0900465287711,0.01,25.7109371580513,26.9514082568024,28.4089639770283,28.7763584907604,0.01,0.01,25.2240942421511,25.2240942421511,24.748396,-0.6583493910287039
460,25,23.4698057307796,25.8310045823417,24.0900465287711,25.7109371580513,26.9514082568024,28.4089639770283,0.01,0.01,0.01,25.2240942421511,24.138197,-0.6683912144108284
470,25,23.0076026864033,25.8310045823417,23.4698057307796,24.0900465287711,25.7109371580513,26.9514082568024,25.8310045823417,0.01,0.01,0.01,22.862505,0.14509772729685366
480,25,22.6239874845721,25.8310045823417,23.0076026864033,23.4698057307796,24.0900465287711,25.7109371580513,25.8310045823417,25.8310045823417,0.01,0.01,22.350372,0.2736151701189762
490,25,22.8595924729052,38.0590140273497,22.6239874845721,23.0076026864033,23.4698057307796,24.0900465287711,25.8310045823417,25.8310045823417,25.8310045823417,0.01,22.516685,0.34290698706535494
500,25,23.7029557575683,38.0590140273497,22.8595924729052,22.6239874845721,23.0076026864033,23.4698057307796,38.0590140273497,25.8310045823417,25.8310045823417,25.8310045823417,22.618021,1.0849347462157617
510,25,23.9885585662963,38.0590140273497,23.7029557575683,22.8595924729052,22.6239874845721,23.0076026864033,38.0590140273497,38.0590140273497,25.8310045823417,25.8310045823417,23.05616,0.9323985931517704
520,25,22.1967794867316,2.68166708519245,23.9885585662963,23.7029557575683,22.8595924729052,22.6239874845721,38.0590140273497,38.0590140273497,38.0590140273497,25.8310045823417,22.397064,-0.20028472225277483
530,25,20.8070816753531,2.68166708519245,22.1967794867316,23.9885585662963,23.7029557575683,22.8595924729052,2.68166708519245,38.0590140273497,38.0590140273497,38.0590140273497,21.601463,-0.7943816425179939
540,25,18.8503806108166,2.68166708519245,20.8070816753531,22.1967794867316,23.9885585662963,23.7029557575683,2.68166708519245,2.68166708519245,38.0590140273497,38.0590140273497,20.133856,-1.2834752088855481
550,25,25.0148943242601,98.6591664574038,18.8503806108166,20.8070816753531,22.1967794867316,23.9885585662963,2.68166708519245,2.68166708519245,2.68166708519245,38.0590140273497,25.565859,-0.5509645166822814
560,25,29.5967544405329,98.6591664574038,25.0148943242601,18.8503806108166,20.8070816753531,22.1967794867316,98.6591664574038,2.68166708519245,2.68166708519245,2.68166708519245,31.35634,-1.7595859677922938
570,25,33.0945888879655,98.6591664574038,29.5967544405329,25.0148943242601,18.8503806108166,20.8070816753531,98.6591664574038,98.6591664574038,2.68166708519245,2.68166708519245,34.372375,-1.2777866003157499
580,25,31.9805564939324,0.01,33.0945888879655,29.5967544405329,25.0148943242601,18.8503806108166,98.6591664574038,98.6591664574038,98.6591664574038,2.68166708519245,33.152824,-1.172267907923068
590,25,30.92565503455,0.01,31.9805564939324,33.0945888879655,29.5967544405329,25.0148943242601,0.01,98.6591664574038,98.6591664574038,98.6591664574038,30.539852,0.3858028922160166
600,25,29.7783671083445,0.01,30.92565503455,31.9805564939324,33.0945888879655,29.5967544405329,0.01,0.01,98.6591664574038,98.6591664574038,29.531225,0.2471419038767273
610,25,28.8403495759595,24.6647916143509,29.7783671083445,30.92565503455,31.9805564939324,33.0945888879655,0.01,0.01,0.01,98.6591664574038,29.035885,-0.19553528121823405
620,25,28.2311393408832,24.6647916143509,28.8403495759595,29.7783671083445,30.92565503455,31.9805564939324,24.6647916143509,0.01,0.01,0.01,27.864086,0.3670531897601528
630,25,27.6153123066467,24.6647916143509,28.2311393408832,28.8403495759595,29.7783671083445,30.92565503455,24.6647916143509,24.6647916143509,0.01,0.01,27.163328,0.45198413587033315
640,25,26.2979101257795,0.01,27.6153123066467,28.2311393408832,28.8403495759595,29.7783671083445,24.6647916143509,24.6647916143509,24.6647916143509,0.01,25.942127,0.3557828979962956
650,25,25.0996586655787,0.01,26.2979101257795,27.6153123066467,28.2311393408832,28.8403495759595,0.01,24.6647916143509,24.6647916143509,24.6647916143509,25.328316,-0.22865706928457996
660,25,23.5405882458244,0.01,25.0996586655787,26.2979101257795,27.6153123066467,28.2311393408832,0.01,0.01,24.6647916143509,24.6647916143509,24.160555,-0.6199666400398591
670,25,23.9051350492438,37.4628276698627,23.5405882458244,25.0996586655787,26.2979101257795,27.6153123066467,0.01,0.01,0.01,24.6647916143509,24.280628,-0.3754931551019034
680,25,24.4037437476475,37.4628276698627,23.9051350492438,23.5405882458244,25.0996586655787,26.2979101257795,37.4628276698627,0.01,0.01,0.01,23.364763,1.0389804877598046
690,25,24.7804570206101,37.4628276698627,24.4037437476475,23.9051350492438,23.5405882458244,25.0996586655787,37.4628276698627,37.4628276698627,0.01,0.01,23.718552,1.061905384867913
700,25,23.1323801017879,0.01,24.7804570206101,24.4037437476475,23.9051350492438,23.5405882458244,37.4628276698627,37.4628276698627,37.4628276698627,0.01,22.9987,0.13368091355547662
710,25,21.4824311740926,0.01,23.1323801017879,24.7804570206101,24.4037437476475,23.9051350492438,0.01,37.4628276698627,37.4628276698627,37.4628276698627,22.51798,-1.0355494014689235
720,25,19.8473831544513,0.01,21.4824311740926,23.1323801017879,24.7804570206101,24.4037437476475,0.01,0.01,37.4628276698627,37.4628276698627,20.980534,-1.1331504454022152
730,25,25.7312292965276,99.99,19.8473831544513,21.4824311740926,23.1323801017879,24.7804570206101,0.01,0.01,0.01,37.4628276698627,26.36813,-0.6369004336970079
740,25,30.2012900588525,99.99,25.7312292965276,19.8473831544513,21.4824311740926,23.1323801017879,99.99,0.01,0.01,0.01,32.07898,-1.877689433335
750,25,33.8404158769251,99.99,30.2012900588525,25.7312292965276,19.8473831544513,21.4824311740926,99.99,99.99,0.01,0.01,35.0236,-1.183185655057322
760,25,32.3252451207258,0.01,33.8404158769251,30.2012900588525,25.7312292965276,19.8473831544513,99.99,99.99,99.99,0.01,33.76498,-1.439735195436306
770,25,31.6095653873535,0.01,32.3252451207258,33.8404158769251,30.2012900588525,25.7312292965276,0.01,99.99,99.99,99.99,31.031826,0.5777393680663891
780,25,30.1118424746977,0.01,31.6095653873535,32.3252451207258,33.8404158769251,30.2012900588525,0.01,0.01,99.99,99.99,30.024582,0.08726056551801165
790,25,29.7824768471854,26.7532311710536,30.1118424746977,31.6095653873535,32.3252451207258,33.8404158769251,0.01,0.01,0.01,99.99,29.604668,0.17780918361118125
800,25,29.4778501459383,26.7532311710536,29.7824768471854,30.1118424746977,31.6095653873535,32.3252451207258,26.7532311710536,0.01,0.01,0.01,28.53761,0.9402410455965047
810,25,28.971019726175,26.7532311710536,29.4778501459383,29.7824768471854,30.1118424746977,31.6095653873535,26.7532311710536,26.7532311710536,0.01,0.01,28.250072,0.7209472469269542
820,25,27.4076960601748,0.01,28.971019726175,29.4778501459383,29.7824768471854,30.1118424746977,26.7532311710536,26.7532311710536,26.7532311710536,0.01,27.164211,0.2434847869814405
830,25,26.2869760926647,0.01,27.4076960601748,28.971019726175,29.4778501459383,29.7824768471854,0.01,26.7532311710536,26.7532311710536,26.7532311710536,26.46773,-0.18075347581674706
840,25,24.8356934121109,0.01,26.2869760926647,27.4076960601748,28.971019726175,29.4778501459383,0.01,0.01,26.7532311710536,26.7532311710536,25.234575,-0.3988818594955461
850,25,23.3405726114036,10.1736198547465,24.8356934121109,26.2869760926647,27.4076960601748,28.971019726175,0.01,0.01,0.01,26.7532311710536,24.06194,-0.7213666280983517
860,25,21.7691099266276,10.1736198547465,23.3405726114036,24.8356934121109,26.2869760926647,27.4076960601748,10.1736198547465,0.01,0.01,0.01,22.559023,-0.789912976814783
870,25,19.8563647214224,10.1736198547465,21.7691099266276,23.3405726114036,24.8356934121109,26.2869760926647,10.1736198547465,10.1736198547465,0.01,0.01,21.15522,-1.2988553103158829
880,25,25.6275964404843,94.9131900726267,19.8563647214224,21.7691099266276,23.3405726114036,24.8356934121109,10.1736198547465,10.1736198547465,10.1736198547465,0.01,25.946053,-0.31845611078523106
890,25,29.5948739411573,94.9131900726267,25.6275964404843,19.8563647214224,21.7691099266276,23.3405726114036,94.9131900726267,10.1736198547465,10.1736198547465,10.1736198547465,31.05019,-1.4553160307665287
900,25,32.8016215893696,94.9131900726267,29.5948739411573,25.6275964404843,19.8563647214224,21.7691099266276,94.9131900726267,94.9131900726267,10.1736198547465,10.1736198547465,33.949703,-1.1480816271831316
910,25,32.1294397877962,0.01,32.8016215893696,29.5948739411573,25.6275964404843,19.8563647214224,94.9131900726267,94.9131900726267,94.9131900726267,10.1736198547465,32.611794,-0.482353730270205
920,25,30.7291107711253,0.01,32.1294397877962,32.8016215893696,29.5948739411573,25.6275964404843,0.01,94.9131900726267,94.9131900726267,94.9131900726267,30.49076,0.23834996790264285
930,25,29.3291088667127,0.01,30.7291107711253,32.1294397877962,32.8016215893696,29.5948739411573,0.01,0.01,94.9131900726267,94.9131900726267,29.494816,-0.16570695970331428
940,25,28.8222045780706,23.7282975181567,29.3291088667127,30.7291107711253,32.1294397877962,32.8016215893696,0.01,0.01,0.01,94.9131900726267,28.683388,0.13881682172294418
950,25,28.1298006503086,23.7282975181567,28.8222045780706,29.3291088667127,30.7291107711253,32.1294397877962,23.7282975181567,0.01,0.01,0.01,27.620123,0.5096777407627009
960,25,27.6444827703528,23.7282975181567,28.1298006503086,28.8222045780706,29.3291088667127,30.7291107711253,23.7282975181567,23.7282975181567,0.01,0.01,27.072584,0.5718986181311188
970,25,26.0564837460648,0.01,27.6444827703528,28.1298006503086,28.8222045780706,29.3291088667127,23.7282975181567,23.7282975181567,23.7282975181567,0.01,25.89095,0.1655344967972212
980,25,24.3644322536656,0.01,26.0564837460648,27.6444827703528,28.1298006503086,28.8222045780706,0.01,23.7282975181567,23.7282975181567,23.7282975181567,25.218513,-0.85408123510393
990,25,23.3240491323216,0.01,24.3644322536656,26.0564837460648,27.6444827703528,28.1298006503086,0.01,0.01,23.7282975181567,23.7282975181567,23.685358,-0.3613089151637503
1000,25,24.0014197656816,41.8154301359542,23.3240491323216,24.3644322536656,26.0564837460648,27.6444827703528,0.01,0.01,0.01,23.7282975181567,24.092775,-0.09135557916703263
1010,25,24.7698561575509,41.8154301359542,24.0014197656816,23.3240491323216,24.3644322536656,26.0564837460648,41.8154301359542,0.01,0.01,0.01,23.75036,1.0194956686592995
1020,25,25.6354393089045,41.8154301359542,24.7698561575509,24.0014197656816,23.3240491323216,24.3644322536656,41.8154301359542,41.8154301359542,0.01,0.01,24.33237,1.3030685508478577
1030,25,23.7467749354408,0.01,25.6354393089045,24.7698561575509,24.0014197656816,23.3240491323216,41.8154301359542,41.8154301359542,41.8154301359542,0.01,23.590387,0.15638759108044908
1040,25,22.4495041486275,0.01,23.7467749354408,25.6354393089045,24.7698561575509,24.0014197656816,0.01,41.8154301359542,41.8154301359542,41.8154301359542,23.193306,-0.7438018206107806
1050,25,20.7445747155716,0.01,22.4495041486275,23.7467749354408,25.6354393089045,24.7698561575509,0.01,0.01,41.8154301359542,41.8154301359542,21.731844,-0.9872692327926593
1060,25,26.407793124627,99.99,20.7445747155716,22.4495041486275,23.7467749354408,25.6354393089045,0.01,0.01,0.01,41.8154301359542,27.0933,-0.6855067410956579
1070,25,30.2778717106071,99.99,26.407793124627,20.7445747155716,22.4495041486275,23.7467749354408,99.99,0.01,0.01,0.01,32.5024,-2.2245277339729768
1080,25,33.7067294960571,99.99,30.2778717106071,26.407793124627,20.7445747155716,22.4495041486275,99.99,99.99,0.01,0.01,35.28325,-1.576519405310087
1090,25,32.750045712523,0.01,33.7067294960571,30.2778717106071,26.407793124627,20.7445747155716,99.99,99.99,99.99,0.01,33.753765,-1.0037193936781748
1100,25,31.6126133714058,0.01,32.750045712523,33.7067294960571,30.2778717106071,26.407793124627,0.01,99.99,99.99,99.99,31.19033,0.4222828660347062
1110,25,30.6631245212661,0.01,31.6126133714058,32.750045712523,33.7067294960571,30.2778717106071,0.01,0.01,99.99,99.99,30.206774,0.45635076333152824
1120,25,30.0985445819271,25.4174692234552,30.6631245212661,31.6126133714058,32.750045712523,33.7067294960571,0.01,0.01,0.01,99.99,29.795008,0.30353687623862413
1130,25,29.6852419671986,25.4174692234552,30.0985445819271,30.6631245212661,31.6126133714058,32.750045712523,25.4174692234552,0.01,0.01,0.01,28.8738,0.8114416894886389
1140,25,28.9843322066324,25.4174692234552,29.6852419671986,30.0985445819271,30.6631245212661,31.6126133714058,25.4174692234552,25.4174692234552,0.01,0.01,28.430302,0.5540305403726329
1150,25,27.8393909554083,0.01,28.9843322066324,29.6852419671986,30.0985445819271,30.6631245212661,25.4174692234552,25.4174692234552,25.4174692234552,0.01,27.228045,0.6113464455206064
1160,25,26.3911724672547,0.01,27.8393909554083,28.9843322066324,29.6852419671986,30.0985445819271,0.01,25.4174692234552,25.4174692234552,25.4174692234552,26.692204,-0.30103105447381395
1170,25,25.0561553479463,0.01,26.3911724672547,27.8393909554083,28.9843322066324,29.6852419671986,0.01,0.01,25.4174692234552,25.4174692234552,25.470978,-0.4148224352568235
1180,25,23.4601599719197,6.35436730586381,25.0561553479463,26.3911724672547,27.8393909554083,28.9843322066324,0.01,0.01,0.01,25.4174692234552,24.15043,-0.6902707074015879
1190,25,21.8576700610136,6.35436730586381,23.4601599719197,25.0561553479463,26.3911724672547,27.8393909554083,6.35436730586381,0.01,0.01,0.01,22.646101,-0.7884309369112046
1200,25,20.3910426272852,6.35436730586381,21.8576700610136,23.4601599719197,25.0561553479463,26.3911724672547,6.35436730586381,6.35436730586381,0.01,0.01,21.166456,-0.7754135952489811
1210,25,26.0055265512214,95.5821396719644,20.3910426272852,21.8576700610136,23.4601599719197,25.0561553479463,6.35436730586381,6.35436730586381,6.35436730586381,0.01,26.260319,-0.25479220488211496
1220,25,29.8659169019181,95.5821396719644,26.0055265512214,20.3910426272852,21.8576700610136,23.4601599719197,95.5821396719644,6.35436730586381,6.35436730586381,6.35436730586381,31.434944,-1.5690272509139298
1230,25,33.3806349577004,95.5821396719644,29.8659169019181,26.0055265512214,20.3910426272852,21.8576700610136,95.5821396719644,95.5821396719644,6.35436730586381,6.35436730586381,34.276115,-0.8954804597800674
1240,25,31.7824105062068,0.01,33.3806349577004,29.8659169019181,26.0055265512214,20.3910426272852,95.5821396719644,95.5821396719644,95.5821396719644,6.35436730586381,32.967922,-1.185511704486558
1250,25,30.8786272375568,0.01,31.7824105062068,33.3806349577004,29.8659169019181,26.0055265512214,0.01,95.5821396719644,95.5821396719644,95.5821396719644,30.561134,0.3174928991778927
1260,25,29.8055575618204,0.01,30.8786272375568,31.7824105062068,33.3806349577004,29.8659169019181,0.01,0.01,95.5821396719644,95.5821396719644,29.423122,0.3824351558145409
1270,25,29.1966883763216,23.8955349179911,29.8055575618204,30.8786272375568,31.7824105062068,33.3806349577004,0.01,0.01,0.01,95.5821396719644,28.985184,0.21150466050128713
1280,25,28.4758226672162,23.8955349179911,29.1966883763216,29.8055575618204,30.8786272375568,31.7824105062068,23.8955349179911,0.01,0.01,0.01,28.012217,0.46360609922303553
1290,25,27.6330894207236,23.8955349179911,28.4758226672162,29.1966883763216,29.8055575618204,30.8786272375568,23.8955349179911,23.8955349179911,0.01,0.01,27.40678,0.2263091778036781
1300,25,26.4850508337732,0.01,27.6330894207236,28.4758226672162,29.1966883763216,29.8055575618204,23.8955349179911,23.8955349179911,23.8955349179911,0.01,26.036482,0.4485689764733962
1310,25,24.8372233286715,0.01,26.4850508337732,27.6330894207236,28.4758226672162,29.1966883763216,0.01,23.8955349179911,23.8955349179911,23.8955349179911,25.43085,-0.5936257466458841
1320,25,23.5342987742942,0.01,24.8372233286715,26.4850508337732,27.6330894207236,28.4758226672162,0.01,0.01,23.8955349179911,23.8955349179911,24.107296,-0.5729972156960343
1330,25,24.0721767290622,37.2787159547966,23.5342987742942,24.8372233286715,26.4850508337732,27.6330894207236,0.01,0.01,0.01,23.8955349179911,24.158207,-0.08603021063506588
1340,25,24.3911149303818,37.2787159547966,24.0721767290622,23.5342987742942,24.8372233286715,26.4850508337732,37.2787159547966,0.01,0.01,0.01,23.41174,0.9793755810165656
1350,25,24.7327600068829,37.2787159547966,24.3911149303818,24.0721767290622,23.5342987742942,24.8372233286715,37.2787159547966,37.2787159547966,0.01,0.01,23.765194,0.9675660676739142
1360,25,23.2807260031952,0.01,24.7327600068829,24.3911149303818,24.0721767290622,23.5342987742942,37.2787159547966,37.2787159547966,37.2787159547966,0.01,22.9719,0.3088250632537921
1370,25,21.08061891043,0.01,23.2807260031952,24.7327600068829,24.3911149303818,24.0721767290622,0.01,37.2787159547966,37.2787159547966,37.2787159547966,22.572739,-1.4921197370309365
1380,25,19.451262186334,0.01,21.08061891043,23.2807260031952,24.7327600068829,24.3911149303818,0.01,0.01,37.2787159547966,37.2787159547966,20.840866,-1.3896039025331888
1390,25,25.7816129310827,99.99,19.451262186334,21.08061891043,23.2807260031952,24.7327600068829,0.01,0.01,0.01,37.2787159547966,26.0588,-0.27718681256964217
1400,25,29.9817017925407,99.99,25.7816129310827,19.451262186334,21.08061891043,23.2807260031952,99.99,0.01,0.01,0.01,31.97681,-1.9951086627815648
1410,25,33.6730387773649,99.99,29.9817017925407,25.7816129310827,19.451262186334,21.08061891043,99.99,99.99,0.01,0.01,34.976746,-1.3037068281038486
1420,25,32.5734321051097,0.01,33.6730387773649,29.9817017925407,25.7816129310827,19.451262186334,99.99,99.99,99.99,0.01,33.63205,-1.0586174554371723
1430,25,31.1896957901502,0.01,32.5734321051097,33.6730387773649,29.9817017925407,25.7816129310827,0.01,99.99,99.99,99.99,31.086452,0.10324330601934051
1440,25,30.2819280614334,0.01,31.1896957901502,32.5734321051097,33.6730387773649,29.9817017925407,0.01,0.01,99.99,99.99,29.917171,0.36475658316191684
1450,25,29.7068965430833,26.6296726895708,30.2819280614334,31.1896957901502,32.5734321051097,33.6730387773649,0.01,0.01,0.01,99.99,29.502735,0.2041614051438465
1460,25,29.1467164598732,26.6296726895708,29.7068965430833,30.2819280614334,31.1896957901502,32.5734321051097,26.6296726895708,0.01,0.01,0.01,28.572815,0.5739015184669505
1470,25,28.9025508321873,26.6296726895708,29.1467164598732,29.7068965430833,30.2819280614334,31.1896957901502,26.6296726895708,26.6296726895708,0.01,0.01,28.05769,0.8448611654392515
1480,25,27.6302457957514,0.01,28.9025508321873,29.1467164598732,29.7068965430833,30.2819280614334,26.6296726895708,26.6296726895708,26.6296726895708,0.01,26.985844,0.6444021373041338
1490,25,26.0899390866107,0.01,27.6302457957514,28.9025508321873,29.1467164598732,29.7068965430833,0.01,26.6296726895708,26.6296726895708,26.6296726895708,26.551313,-0.4613743136578563
1500,25,24.7181907034405,0.01,26.0899390866107,27.6302457957514,28.9025508321873,29.1467164598732,0.01,0.01,26.6296726895708,26.6296726895708,25.22938,-0.5111889504901654
1510,25,23.0924638676024,12.5379129250259,24.7181907034405,26.0899390866107,27.6302457957514,28.9025508321873,0.01,0.01,0.01,26.6296726895708,23.994022,-0.9015585017823646
1520,25,21.6974990844461,12.5379129250259,23.0924638676024,24.7181907034405,26.0899390866107,27.6302457957514,12.5379129250259,0.01,0.01,0.01,22.465172,-0.7676727295187433
1530,25,19.6202626885316,12.5379129250259,21.6974990844461,23.0924638676024,24.7181907034405,26.0899390866107,12.5379129250259,12.5379129250259,0.01,0.01,21.08639,-1.4661268530943765
1540,25,25.3604207807173,93.731043537487,19.6202626885316,21.6974990844461,23.0924638676024,24.7181907034405,12.5379129250259,12.5379129250259,12.5379129250259,0.01,25.70674,-0.34631864494188136
1550,25,29.6493289309648,93.731043537487,25.3604207807173,19.6202626885316,21.6974990844461,23.0924638676024,93.731043537487,12.5379129250259,12.5379129250259,12.5379129250259,30.682198,-1.032868639835982
1560,25,32.4884252797979,93.731043537487,29.6493289309648,25.3604207807173,19.6202626885316,21.6974990844461,93.731043537487,93.731043537487,12.5379129250259,12.5379129250259,33.671093,-1.1826677072626453
1570,25,31.7062990185958,0.01,32.4884252797979,29.6493289309648,25.3604207807173,19.6202626885316,93.731043537487,93.731043537487,93.731043537487,12.5379129250259,32.3956,-0.689300346638575
